detailref;entryref;linenumber;linenumbercounter;accmainid;accmainiddesc;accsubid;accsubdesc;amount;debitcreditcode;postingdate;documenttype;doctypedesc;documentnumber;documentreference;entrynumbercounter;documentdate;paymentmethod;detailcomment;erpno;divisionno;enteredby;entereddate;entrynumber;entrycomment
913217;344744;557;204;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000003;00000000000000000000000000000366;204;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000366;00000000000000000000000000000366 numaralý iþlem
913218;344744;558;204;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000003;00000000000000000000000000000366;204;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000366;00000000000000000000000000000366 numaralý iþlem
913219;344745;559;205;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000004;00000000000000000000000000000367;205;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000367;00000000000000000000000000000367 numaralý iþlem
913220;344745;560;205;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000004;00000000000000000000000000000367;205;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000367;00000000000000000000000000000367 numaralý iþlem
913221;344746;561;206;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000005;00000000000000000000000000000368;206;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000368;00000000000000000000000000000368 numaralý iþlem
913222;344746;562;206;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000005;00000000000000000000000000000368;206;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000368;00000000000000000000000000000368 numaralý iþlem
913223;344747;563;207;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000006;00000000000000000000000000000369;207;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000369;00000000000000000000000000000369 numaralý iþlem
913224;344747;564;207;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000006;00000000000000000000000000000369;207;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000369;00000000000000000000000000000369 numaralý iþlem
913225;344748;565;208;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000007;00000000000000000000000000000370;208;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000370;00000000000000000000000000000370 numaralý iþlem
913226;344748;566;208;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000007;00000000000000000000000000000370;208;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000370;00000000000000000000000000000370 numaralý iþlem
913227;344749;567;209;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000008;00000000000000000000000000000371;209;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000371;00000000000000000000000000000371 numaralý iþlem
913228;344749;568;209;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000008;00000000000000000000000000000371;209;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000371;00000000000000000000000000000371 numaralý iþlem
913229;344750;569;210;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000009;00000000000000000000000000000372;210;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000372;00000000000000000000000000000372 numaralý iþlem
913230;344750;570;210;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000009;00000000000000000000000000000372;210;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000372;00000000000000000000000000000372 numaralý iþlem
913231;344751;571;211;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000010;00000000000000000000000000000373;211;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000373;00000000000000000000000000000373 numaralý iþlem
913232;344751;572;211;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000010;00000000000000000000000000000373;211;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000373;00000000000000000000000000000373 numaralý iþlem
913233;344752;573;212;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000011;00000000000000000000000000000374;212;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000374;00000000000000000000000000000374 numaralý iþlem
913234;344752;574;212;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000011;00000000000000000000000000000374;212;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000374;00000000000000000000000000000374 numaralý iþlem
913235;344753;575;213;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000012;00000000000000000000000000000375;213;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000375;00000000000000000000000000000375 numaralý iþlem
913236;344753;576;213;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000012;00000000000000000000000000000375;213;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000375;00000000000000000000000000000375 numaralý iþlem
913237;344754;577;214;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000013;00000000000000000000000000000376;214;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000376;00000000000000000000000000000376 numaralý iþlem
913238;344754;578;214;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000013;00000000000000000000000000000376;214;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000376;00000000000000000000000000000376 numaralý iþlem
913239;344755;579;215;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000014;00000000000000000000000000000377;215;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000377;00000000000000000000000000000377 numaralý iþlem
913240;344755;580;215;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000014;00000000000000000000000000000377;215;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000377;00000000000000000000000000000377 numaralý iþlem
913241;344756;581;216;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000015;00000000000000000000000000000378;216;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000378;00000000000000000000000000000378 numaralý iþlem
913242;344756;582;216;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000015;00000000000000000000000000000378;216;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000378;00000000000000000000000000000378 numaralý iþlem
913243;344757;583;217;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000016;00000000000000000000000000000379;217;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000379;00000000000000000000000000000379 numaralý iþlem
913244;344757;584;217;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000016;00000000000000000000000000000379;217;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000379;00000000000000000000000000000379 numaralý iþlem
913245;344758;585;218;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000017;00000000000000000000000000000380;218;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000380;00000000000000000000000000000380 numaralý iþlem
913246;344758;586;218;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000017;00000000000000000000000000000380;218;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000380;00000000000000000000000000000380 numaralý iþlem
913247;344759;587;219;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000018;00000000000000000000000000000381;219;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000381;00000000000000000000000000000381 numaralý iþlem
913248;344759;588;219;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000018;00000000000000000000000000000381;219;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000381;00000000000000000000000000000381 numaralý iþlem
913249;344760;589;220;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000019;00000000000000000000000000000382;220;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000382;00000000000000000000000000000382 numaralý iþlem
913250;344760;590;220;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000019;00000000000000000000000000000382;220;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000382;00000000000000000000000000000382 numaralý iþlem
913251;344761;591;221;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000020;00000000000000000000000000000383;221;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000383;00000000000000000000000000000383 numaralý iþlem
913252;344761;592;221;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000020;00000000000000000000000000000383;221;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000383;00000000000000000000000000000383 numaralý iþlem
913253;344762;593;222;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000021;00000000000000000000000000000384;222;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000384;00000000000000000000000000000384 numaralý iþlem
913254;344762;594;222;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000021;00000000000000000000000000000384;222;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000384;00000000000000000000000000000384 numaralý iþlem
913255;344763;595;223;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000022;00000000000000000000000000000385;223;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000385;00000000000000000000000000000385 numaralý iþlem
913256;344763;596;223;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000022;00000000000000000000000000000385;223;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000385;00000000000000000000000000000385 numaralý iþlem
913257;344764;597;224;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000023;00000000000000000000000000000386;224;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000386;00000000000000000000000000000386 numaralý iþlem
913258;344764;598;224;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000023;00000000000000000000000000000386;224;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000386;00000000000000000000000000000386 numaralý iþlem
913259;344765;599;225;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000024;00000000000000000000000000000387;225;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000387;00000000000000000000000000000387 numaralý iþlem
913260;344765;600;225;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000024;00000000000000000000000000000387;225;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000387;00000000000000000000000000000387 numaralý iþlem
913261;344766;601;226;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000025;00000000000000000000000000000388;226;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000388;00000000000000000000000000000388 numaralý iþlem
913262;344766;602;226;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000025;00000000000000000000000000000388;226;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000388;00000000000000000000000000000388 numaralý iþlem
913263;344767;603;227;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000026;00000000000000000000000000000389;227;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000389;00000000000000000000000000000389 numaralý iþlem
913264;344767;604;227;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000026;00000000000000000000000000000389;227;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000389;00000000000000000000000000000389 numaralý iþlem
913265;344768;605;228;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000027;00000000000000000000000000000390;228;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000390;00000000000000000000000000000390 numaralý iþlem
913266;344768;606;228;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000027;00000000000000000000000000000390;228;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000390;00000000000000000000000000000390 numaralý iþlem
913267;344769;607;229;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000028;00000000000000000000000000000391;229;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000391;00000000000000000000000000000391 numaralý iþlem
913268;344769;608;229;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000028;00000000000000000000000000000391;229;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000391;00000000000000000000000000000391 numaralý iþlem
913269;344770;609;230;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000029;00000000000000000000000000000392;230;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000392;00000000000000000000000000000392 numaralý iþlem
913270;344770;610;230;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000029;00000000000000000000000000000392;230;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000392;00000000000000000000000000000392 numaralý iþlem
913271;344771;611;231;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000030;00000000000000000000000000000393;231;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000393;00000000000000000000000000000393 numaralý iþlem
913272;344771;612;231;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000030;00000000000000000000000000000393;231;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000393;00000000000000000000000000000393 numaralý iþlem
913273;344772;613;232;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000031;00000000000000000000000000000394;232;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000394;00000000000000000000000000000394 numaralý iþlem
913274;344772;614;232;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000031;00000000000000000000000000000394;232;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000394;00000000000000000000000000000394 numaralý iþlem
913275;344773;615;233;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000032;00000000000000000000000000000395;233;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000395;00000000000000000000000000000395 numaralý iþlem
913276;344773;616;233;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000032;00000000000000000000000000000395;233;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000395;00000000000000000000000000000395 numaralý iþlem
913277;344774;617;234;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000033;00000000000000000000000000000396;234;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000396;00000000000000000000000000000396 numaralý iþlem
913278;344774;618;234;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000033;00000000000000000000000000000396;234;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000396;00000000000000000000000000000396 numaralý iþlem
913279;344775;619;235;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000034;00000000000000000000000000000397;235;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000397;00000000000000000000000000000397 numaralý iþlem
913280;344775;620;235;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000034;00000000000000000000000000000397;235;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000397;00000000000000000000000000000397 numaralý iþlem
913281;344776;621;236;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000035;00000000000000000000000000000398;236;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000398;00000000000000000000000000000398 numaralý iþlem
913282;344776;622;236;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000035;00000000000000000000000000000398;236;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000398;00000000000000000000000000000398 numaralý iþlem
913283;344777;623;237;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000036;00000000000000000000000000000399;237;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000399;00000000000000000000000000000399 numaralý iþlem
913284;344777;624;237;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000036;00000000000000000000000000000399;237;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000399;00000000000000000000000000000399 numaralý iþlem
913285;344778;625;238;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000037;00000000000000000000000000000400;238;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000400;00000000000000000000000000000400 numaralý iþlem
913286;344778;626;238;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000037;00000000000000000000000000000400;238;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000400;00000000000000000000000000000400 numaralý iþlem
913287;344779;627;239;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000038;00000000000000000000000000000401;239;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000401;00000000000000000000000000000401 numaralý iþlem
913288;344779;628;239;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000038;00000000000000000000000000000401;239;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000401;00000000000000000000000000000401 numaralý iþlem
913289;344780;629;240;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000039;00000000000000000000000000000402;240;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000402;00000000000000000000000000000402 numaralý iþlem
913290;344780;630;240;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000039;00000000000000000000000000000402;240;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000402;00000000000000000000000000000402 numaralý iþlem
913291;344781;631;241;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000040;00000000000000000000000000000403;241;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000403;00000000000000000000000000000403 numaralý iþlem
913292;344781;632;241;120;ALICILAR;120.01;ALICI A;1000;C;2013-01-02;check;NULL;CEK000040;00000000000000000000000000000403;241;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000403;00000000000000000000000000000403 numaralý iþlem
913293;344782;633;242;101;ALINAN ÇEKLER;101.01;ALINAN ÇEKLER;1000;D;2013-01-02;check;NULL;CEK000041;00000000000000000000000000000404;242;2013-01-02;Çek;;00101;0;H.A.;2013-01-02;00000000000000000000000000000404;00000000000000000000000000000404 numaralý iþlem
